AB797215,Ackermannviridae,,Klebsiella phage 0507-KN2-1,Ackermannviridae,55
FJ373894,Ackermannviridae,Agtrevirus,Shigella phage phiSboM-AG3,Ackermannviridae,55
FQ312032,Myoviridae,Viunavirus,Salmonella phage Vi01,Ackermannviridae,55
HE600015,Ackermannviridae,Limestonevirus,Dickeya phage vB-DsoM-LIMEstone1,Ackermannviridae,55
HQ259103,Ackermannviridae,Kuttervirus,Salmonella phage SFP10,Ackermannviridae,55
JN126049,Ackermannviridae,Kuttervirus,Salmonella phage PhiSH19,Ackermannviridae,55
JN593240,Ackermannviridae,Kuttervirus,Escherichia phage CBA120,Ackermannviridae,55
JX128257,Myoviridae,Viunavirus,Escherichia phage ECML-4,Ackermannviridae,55
JX181829,Ackermannviridae,Agtrevirus,Salmonella phage SKML-39,Ackermannviridae,55
JX878496,Ackermannviridae,,Serratia phage phiMAM1,Ackermannviridae,55
KF669653,Myoviridae,Viunavirus,Salmonella phage Marshall,Ackermannviridae,55
KF669654,Myoviridae,Viunavirus,Salmonella phage Maynard,Ackermannviridae,55
KJ174317,Myoviridae,Viunavirus,Salmonella phage vB-SalM-SJ2,Ackermannviridae,55
KJ174318,Ackermannviridae,Kuttervirus,Salmonella phage vB-SalM-SJ3,Ackermannviridae,55
KJ716335,Ackermannviridae,Limestonevirus,Dickeya phage RC-2014,Ackermannviridae,55
KP037007,Ackermannviridae,,Erwinia phage phiEa2809,Ackermannviridae,55
KP797973,Ackermannviridae,Kuttervirus,Salmonella phage Det7,Ackermannviridae,55
KR296692,Ackermannviridae,Kuttervirus,Salmonella phage 38,Ackermannviridae,55
KX147096,Ackermannviridae,,Serratia phage vB-Sru-IME250,Ackermannviridae,55
KX245012,Ackermannviridae,Kuttervirus,Salmonella phage GG32,Ackermannviridae,55
KX438380,Ackermannviridae,Kuttervirus,Salmonella phage vB-SalM-PM10,Ackermannviridae,55
JX100809,Siphoviridae,Phicbkvirus,Caulobacter phage CcrSwift,Agapirovirinae,40
JX100811,Siphoviridae,Phicbkvirus,Caulobacter phage CcrKarma,Agapirovirinae,40
JX100812,Siphoviridae,Phicbkvirus,Caulobacter phage CcrMagneto,Agapirovirinae,40
JX100813,Siphoviridae,Phicbkvirus,Caulobacter phage phiCbK,Agapirovirinae,40
JX100814,Siphoviridae,Phicbkvirus,Caulobacter phage CcrRogue,Agapirovirinae,40
EF432053,Ampullaviridae,Ampullavirus,Acidianus bottle-shaped virus,Ampullaviridae,11
JX182369,Siphoviridae,,Streptomyces phage phiHau3,Arquatrovirinae,202
JX182370,Siphoviridae,Arequatrovirus,Streptomyces phage R4,Arquatrovirinae,202
JX262376,Siphoviridae,Arequatrovirus,Streptomyces phage phiELB20,Arquatrovirinae,202
JX889246,Siphoviridae,Camvirus,Streptomyces phage phiCAM,Arquatrovirinae,202
KC700556,Siphoviridae,Likavirus,Streptomyces phage Lika,Arquatrovirinae,202
KC700557,Siphoviridae,Likavirus,Streptomyces phage Sujidade,Arquatrovirinae,202
KC700558,Siphoviridae,Likavirus,Streptomyces phage Zemlya,Arquatrovirinae,202
KT124227,Siphoviridae,Likavirus,Streptomyces phage Aaronocolus,Arquatrovirinae,202
KT124228,Siphoviridae,Likavirus,Streptomyces phage Danzina,Arquatrovirinae,202
KT124229,Siphoviridae,Likavirus,Streptomyces phage Hydra,Arquatrovirinae,202
KT152029,Siphoviridae,Likavirus,Streptomyces phage Caliburn,Arquatrovirinae,202
KT184390,Siphoviridae,Likavirus,Streptomyces phage Izzy,Arquatrovirinae,202
KT184391,Siphoviridae,Likavirus,Streptomyces phage Lannister,Arquatrovirinae,202
KT186228,Siphoviridae,Camvirus,Streptomyces phage Amela,Arquatrovirinae,202
KF626667,Podoviridae,Pradovirus,Xylella phage Prado,Autographiviridae,85
KU595432,Podoviridae,Pradovirus,Xanthomonas phage f20-Xaj,Autographiviridae,85
KU595433,Podoviridae,Pradovirus,Xanthomonas phage f30-Xaj,Autographiviridae,85
KX066068,Podoviridae,Napahaivirus,Pseudomonas phage VSW-3,Autographiviridae,85
MG775261,Podoviridae,Pollyceevirus,Pseudomonas phage PollyC,Autographiviridae,85
AB716666,Podoviridae,Drulisvirus,Klebsiella phage NTUH-K2044-K1-1,Autographiviridae,86
AJ505558,Podoviridae,Phikmvvirus,Pseudomonas phage phiKMV,Autographiviridae,86
AM265639,Podoviridae,Phikmvvirus,Pseudomonas phage LKA1,Autographiviridae,86
FR687252,Podoviridae,Phikmvvirus,Pantoea phage LIMElight,Autographiviridae,86
FR751545,Podoviridae,Phikmvvirus,Pantoea phage LIMEzero,Autographiviridae,86
GQ413938,Podoviridae,Drulisvirus,Klebsiella phage KP34,Autographiviridae,86
HQ186308,Podoviridae,Friunavirus,Acinetobacter phage phiAB1,Autographiviridae,86
JX290549,Podoviridae,Phimunavirus,Pectobacterium phage _M1,Autographiviridae,86
JX658790,Podoviridae,Friunavirus,Acinetobacter phage Abp1,Autographiviridae,86
KC311669,Podoviridae,Friunavirus,Acinetobacter phage AB3,Autographiviridae,86
KF765493,Podoviridae,Drulisvirus,Klebsiella phage F19,Autographiviridae,86
KP708985,Podoviridae,Drulisvirus,Klebsiella phage vB_KpnP_SU503,Autographiviridae,86
KP708986,Podoviridae,Drulisvirus,Klebsiella phage vB_KpnP_SU552A,Autographiviridae,86
KR149290,Podoviridae,Friunavirus,Acinetobacter phage Fri1,Autographiviridae,86
KR604693,Podoviridae,Phimunavirus,Pectobacterium phage Peat1,Autographiviridae,86
KT339321,Podoviridae,Friunavirus,Acinteobacter phage phiAb6,Autographiviridae,86
KT367886,Podoviridae,Drulisvirus,Klebsiella phage Kp2,Autographiviridae,86
KT388102,Podoviridae,Friunavirus,Acinetobacter phage vB_AbaP_PD-6A3,Autographiviridae,86
KT388103,Podoviridae,Friunavirus,Acinetobacter phage vB_AbaP_PD-AB9,Autographiviridae,86
KT804908,Podoviridae,Friunavirus,Acinetobacter phage IME-200,Autographiviridae,86
KT964103,Podoviridae,Drulisvirus,Klebsiella phage KpV41,Autographiviridae,86
KU666550,Podoviridae,Drulisvirus,Klebsiella phage KpV71,Autographiviridae,86
KX211991,Podoviridae,Drulisvirus,Klebsiella phage KpV475,Autographiviridae,86
KX278419,Podoviridae,Phimunavirus,Pectobacterium phage PP90,Autographiviridae,86
KY082667,Podoviridae,Friunavirus,Acinteobacter phage SH-Ab 15519,Autographiviridae,86
KY268295,Podoviridae,Friunavirus,Acinteobacter phage vB_AbaP_AS12,Autographiviridae,86
KY268296,Podoviridae,Friunavirus,Acinteobacter phage vB_AbaP_AS11,Autographiviridae,86
KY888680,Podoviridae,Friunavirus,Acinteobacter phage WCHABP5,Autographiviridae,86
KY953156,Podoviridae,Phimunavirus,Pectobacterium phage vB_PatP_CB5,Autographiviridae,86
MF033347,Podoviridae,Friunavirus,Acinteobacter phage vB_AbaP_B1,Autographiviridae,86
MF033348,Podoviridae,Friunavirus,Acinteobacter phage vB_AbaP_B2,Autographiviridae,86
MF033349,Podoviridae,Friunavirus,Acinteobacter phage vB_AbaP_B5,Autographiviridae,86
MF033350,Podoviridae,Friunavirus,Acinteobacter phage vB_ApiP_P1,Autographiviridae,86
MF033351,Podoviridae,Friunavirus,Acinteobacter phage vB_ApiP_P2,Autographiviridae,86
MH042230,Podoviridae,Friunavirus,Acinteobacter phage vB_AbaP_D2,Autographiviridae,86
AM084415,Podoviridae,Zindervirus,Escherichia phage K1E,Autographiviridae,87
AY288927,Podoviridae,Zindervirus,Salmonella phage SP6,Autographiviridae,87
AY370674,Podoviridae,Zindervirus,Escherichia phage K1-5,Autographiviridae,87
EF160123,Podoviridae,Zindervirus,Erwinia phage Era103,Autographiviridae,87
AF493143,Podoviridae,Teseptimavirus,Pseudomonas phage gh-1,Autographiviridae,88
EU734173,Podoviridae,Przondovirus,Klebsiella phage K11,Autographiviridae,88
FJ194439,Podoviridae,Teseptimavirus,Kluyvera phage Kvp1,Autographiviridae,88
GQ413937,Podoviridae,Przondovirus,Klebsiella phage KP32,Autographiviridae,88
HM480846,Podoviridae,Przondovirus,Escherichia phage K30,Autographiviridae,88
KR149291,Podoviridae,Przondovirus,Klebsiella phage K5,Autographiviridae,88
KT367885,Podoviridae,Przondovirus,Klebsiella phage vB_Kp1,Autographiviridae,88
LN866626,Podoviridae,Przondovirus,Klebsiella phage vB_KpnP_KpV289,Autographiviridae,88
V01146,Podoviridae,Teseptimavirus,Escherichia phage T7,Autographiviridae,88
AF338467,Podoviridae,,Synechococcus phage P60,Autographiviridae,89
AY939843,Podoviridae,,Prochlorococcus phage P-SSP7,Autographiviridae,89
EF372997,Podoviridae,,Synechococcus phage Syn5,Autographiviridae,89
AF547430,Siphoviridae,Pegunavirus,Mycobacterium phage OSmaximus,Bclasvirinae,189
AY129334,Siphoviridae,Rosebushvirus,Mycobacterium phage Rosebush,Bclasvirinae,189
DQ398044,Siphoviridae,Coopervirus,Mycobacterium phage Cooper,Bclasvirinae,189
DQ398049,Siphoviridae,Pipefishvirus,Mycobacterium phage Pipefish,Bclasvirinae,189
EU770221,Siphoviridae,Coopervirus,Mycobacterium phage Nigel,Bclasvirinae,189
JF704094,Siphoviridae,Coopervirus,Mycobacterium phage ChrisnMich,Bclasvirinae,189
JF704104,Siphoviridae,Coopervirus,Mycobacterium phage Zemanar,Bclasvirinae,189
JN006064,Siphoviridae,Pegunavirus,Mycobacterium phage OSmaximus,Bclasvirinae,189
JN192463,Siphoviridae,Pegunavirus,Mycobacterium phage Oline,Bclasvirinae,189
JN698992,Siphoviridae,Pipefishvirus,Mycobacterium phage Gadjet,Bclasvirinae,189
JN699003,Siphoviridae,Pipefishvirus,Mycobacterium phage Athena,Bclasvirinae,189
JN699007,Siphoviridae,Acadianvirus,Mycobacterium phage Acadian,Bclasvirinae,189
JN699011,Siphoviridae,Coopervirus,Mycobacterium phage Stinger,Bclasvirinae,189
KF024722,Siphoviridae,Rosebushvirus,Mycobacterium phage TA17A,Bclasvirinae,189
KF024727,Siphoviridae,Acadianvirus,Mycobacterium phage Reprobate,Bclasvirinae,189
KF279411,Siphoviridae,Coopervirus,Mycobacterium phage Adawi,Bclasvirinae,189
KF279412,Siphoviridae,Coopervirus,Mycobacterium phage Bane1,Bclasvirinae,189
KF493879,Siphoviridae,Pipefishvirus,Mycobacterium phage Bernardo,Bclasvirinae,189
KF493881,Siphoviridae,Coopervirus,Mycobacterium phage JAMaL,Bclasvirinae,189
KF713485,Siphoviridae,Pegunavirus,Mycobacterium phage Suffolk,Bclasvirinae,189
KJ174157,Siphoviridae,Pegunavirus,Mycobacterium phage Soto,Bclasvirinae,189
KJ595576,Siphoviridae,Pegunavirus,Mycobacterium phage Manad,Bclasvirinae,189
KR080194,Siphoviridae,Coopervirus,Mycobacterium phage Vincenzo,Bclasvirinae,189
KR080199,Siphoviridae,Acadianvirus,Mycobacterium phage Baee,Bclasvirinae,189
KR781349,Siphoviridae,Pegunavirus,Mycobacterium phage Apizium,Bclasvirinae,189
KR997932,Siphoviridae,Rosebushvirus,Mycobacterium phage Godines,Bclasvirinae,189
KT270441,Siphoviridae,Coopervirus,Mycobacterium phage BrownCNA,Bclasvirinae,189
AJ888457,Bicaudaviridae,Bicaudavirus,Acidianus two-tailed virus,Bicaudaviridae,15
AY129333,Siphoviridae,Chenonavirus,Mycobacterium phage Che9c,Chebruvirinae,214
FJ168659,Siphoviridae,Brujitavirus,Mycobacterium phage Brujita,Chebruvirinae,214
JN699001,Siphoviridae,Brujitavirus,Mycobacterium phage Babsiella,Chebruvirinae,214
KP027201,Siphoviridae,Chenonavirus,Mycobacterium phage Sbash,Chebruvirinae,214
AB537968,Clavaviridae,Clavavirus,Aeropyrum pernix bacilliform virus 1,Clavaviridae,264
AF155037,Corticoviridae,Corticovirus,Pseudoalteromonas virus PM2,Corticoviridae,144
MG966533,Corticoviridae,Corticovirus,Pseudoalteromonas phage Cr39582,Corticoviridae,144
DQ398051,Siphoviridae,Plotvirus,Mycobacterium phage Plot,Dclasvirinae,207
KJ194582,Siphoviridae,Hawkeyevirus,Mycobacterium phagee Hawkeye,Dclasvirinae,207
AC171169,Siphoviridae,Tequintavirus,Escherichia phage H8,Demerecviridae,44
AY543070,Siphoviridae,Tequintavirus,Escherichia phage T5,Demerecviridae,44
CP000917,Siphoviridae,Tequintavirus,Escherichia phage EPS7,Demerecviridae,44
HQ406778,Siphoviridae,Tequintavirus,Salmonella phage SPC35,Demerecviridae,44
HQ665011,Siphoviridae,Tequintavirus,Escherichia phage vB_EcoS_AKFV33,Demerecviridae,44
KJ190157,Siphoviridae,Tequintavirus,Escherichia phage vB_EcoS_FFH_1,Demerecviridae,44
KM236244,Siphoviridae,Tequintavirus,Salmonella phage Stitch,Demerecviridae,44
KM979354,Siphoviridae,Tequintavirus,Escherichia phage DT57C,Demerecviridae,44
KP143763,Siphoviridae,Tequintavirus,Salmonella phage Shivani,Demerecviridae,44
KX017521,Siphoviridae,Tequintavirus,Salmonella phage 118970_sal2,Demerecviridae,44
LN887948,Siphoviridae,Tequintavirus,Escherichia phage slur09,Demerecviridae,44
AM156909,Siphoviridae,Rtpvirus,Escherichia phage Rtp,Drexlerviridae,118
AY216660,Siphoviridae,Tunavirus,Escherichia phage T1,Drexlerviridae,118
AY308796,Siphoviridae,Tlsvirus,Escherichia phage Tls,Drexlerviridae,118
DQ121662,Siphoviridae,Rogunavirus,Escherichia phage JK06,Drexlerviridae,118
HM035024,Siphoviridae,Tunavirus,Shigella phage Shfl1,Drexlerviridae,118
JF501022,Siphoviridae,Webervirus,Klebsiella phage KP36,Drexlerviridae,118
JF770475,Siphoviridae,Rogunavirus,Escherichia phage phiEB49,Drexlerviridae,118
JF912400,Siphoviridae,,Cronobacter phage ESP2949-1,Drexlerviridae,118
JN986845,Siphoviridae,Rtpvirus,Escherichia phage vB_Eco_ACG-M12,Drexlerviridae,118
JQ182736,Siphoviridae,Rogunavirus,Escherichia phage Rogue1,Drexlerviridae,118
JX912252,Siphoviridae,Tunavirus,Escherichia phage ADB-2,Drexlerviridae,118
KC579452,Siphoviridae,Rogunavirus,Escherichia phage phiKP26,Drexlerviridae,118
KC710998,Siphoviridae,Hanrivervirus,Shigella phage pSf-1,Drexlerviridae,118
KF771237,Siphoviridae,Rogunavirus,Escherichia phage vB_EcoS_AHP42,Drexlerviridae,118
KF771238,Siphoviridae,Rogunavirus,Escherichia phage vB_EcoS_AHS24,Drexlerviridae,118
KF771239,Siphoviridae,Rogunavirus,Escherichia phage vB_EcoS_AKS96,Drexlerviridae,118
KJ668713,Siphoviridae,Rogunavirus,Escherichia phage e4/1c,Drexlerviridae,118
KM236241,Siphoviridae,Tlsvirus,Citrobacter phage Stevie,Drexlerviridae,118
KP085586,Siphoviridae,Tunavirus,Shigella phage pSf-2,Drexlerviridae,118
KP658157,Siphoviridae,Webervirus,Klebsiella phage 1513,Drexlerviridae,118
KR262148,Siphoviridae,Webervirus,Klebsiella phage KLPN1,Drexlerviridae,118
KR269719,Siphoviridae,Webervirus,Klebsiella phage PKP126,Drexlerviridae,118
KT001920,Siphoviridae,Webervirus,Klebsiella phage Sushi,Drexlerviridae,118
KT825490,Siphoviridae,Rogunavirus,Escherichia phage C119,Drexlerviridae,118
KU194205,Siphoviridae,Tunavirus,Escherichia phage JMPW2,Drexlerviridae,118
KU194206,Siphoviridae,Tunavirus,Escherichia phage JMPW1,Drexlerviridae,118
MF093736,Siphoviridae,Tunavirus,Shigella/phage/vB_SsoS-ISF002,Drexlerviridae,118
MF996376,Siphoviridae,Sertoctavirus,Escherichia phage SRT8,Drexlerviridae,118
MG732930,Siphoviridae,Eclunavirus,Enterobacter phage Ec_L1,Drexlerviridae,118
FR823450,Myoviridae,Fletchervirus,Campylobacter phage CP81,Eucampyvirinae,52
GU296433,Myoviridae,Fletchervirus,Campylobacter phage NCTC12673,Eucampyvirinae,52
JN132397,Myoviridae,Fletchervirus,Campylobacter phage CPX,Eucampyvirinae,52
JX569801,Myoviridae,Fletchervirus,Campylobacter phage CP30A,Eucampyvirinae,52
KX879627,Myoviridae,Fletchervirus,Campylobacter phage vB_CjeM_Los1,Eucampyvirinae,52
FN667788,Myoviridae,Firehammervirus,Campylobacter phage CP220,Eucampyvirinae,53
FN667789,Myoviridae,Firehammervirus,Campylobacter phage CPt10,Eucampyvirinae,53
